Lot Frontage,Lot Area,Land Slope,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Val,Yr Sold,SalePrice,MS Zoning_A (agr),MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Street_Grvl,Street_Pave,Alley_Grvl,Alley_No alley access,Alley_Pave,Lot Shape_IR1,Lot Shape_IR2,Lot Shape_IR3,Lot Shape_Reg,Land Contour_Bnk,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,Utilities_AllPub,Utilities_NoSeWa,Utilities_NoSewr,Lot Config_Corner,Lot Config_CulDSac,Lot Config_FR2,Lot Config_FR3,Lot Config_Inside,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition 1_Artery,Condition 1_Feedr,Condition 1_Norm,Condition 1_PosA,Condition 1_PosN,Condition 1_RRAe,Condition 1_RRAn,Condition 1_RRNe,Condition 1_RRNn,Condition 2_Artery,Condition 2_Feedr,Condition 2_Norm,Condition 2_PosA,Condition 2_PosN,Condition 2_RRAe,Condition 2_RRAn,Condition 2_RRNn,Bldg Type_1Fam,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,House Style_1.5Fin,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Roof Style_Flat,Roof Style_Gable,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Mansard,Roof Style_Shed,Roof Matl_CompShg,Roof Matl_Membran,Roof Matl_Tar&Grv,Roof Matl_WdShake,Roof Matl_WdShngl,Exterior 1st_AsbShng,Exterior 1st_AsphShn,Exterior 1st_BrkComm,Exterior 1st_BrkFace,Exterior 1st_CBlock,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_ImStucc,Exterior 1st_MetalSd,Exterior 1st_Plywood,Exterior 1st_Stone,Exterior 1st_Stucco,Exterior 1st_VinylSd,Exterior 1st_Wd Sdng,Exterior 1st_WdShing,Exterior 2nd_AsbShng,Exterior 2nd_AsphShn,Exterior 2nd_Brk Cmn,Exterior 2nd_BrkFace,Exterior 2nd_CBlock,Exterior 2nd_CmentBd,Exterior 2nd_HdBoard,Exterior 2nd_ImStucc,Exterior 2nd_MetalSd,Exterior 2nd_Plywood,Exterior 2nd_Stone,Exterior 2nd_Stucco,Exterior 2nd_VinylSd,Exterior 2nd_Wd Sdng,Exterior 2nd_Wd Shng,Mas Vnr Type_BrkCmn,Mas Vnr Type_BrkFace,Mas Vnr Type_None,Mas Vnr Type_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Central Air_N,Central Air_Y,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,Garage Type_2Types,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Garage Type_No Garage,Paved Drive_N,Paved Drive_P,Paved Drive_Y,Misc Feature_Gar2,Misc Feature_No Misc,Misc Feature_Othr,Misc Feature_Shed,Misc Feature_TenC,Sale Type_COD,Sale Type_CWD,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_WD ,MS SubClass_20,MS SubClass_30,MS SubClass_40,MS SubClass_45,MS SubClass_50,MS SubClass_60,MS SubClass_70,MS SubClass_75,MS SubClass_80,MS SubClass_85,MS SubClass_90,MS SubClass_120,MS SubClass_150,MS SubClass_160,MS SubClass_180,MS SubClass_190,Mo Sold_1,Mo Sold_2,Mo Sold_3,Mo Sold_4,Mo Sold_5,Mo Sold_6,Mo Sold_7,Mo Sold_8,Mo Sold_9,Mo Sold_10,Mo Sold_11,Mo Sold_12,TotalBath,Total SF,AllPorchSF,Total SFs2,Total SFs3,Total SFsq,Overall Quals2,Overall Quals3,Overall Qualsq,Gr Liv Areas2,Gr Liv Areas3,Gr Liv Areasq,Exter Quals2,Exter Quals3,Exter Qualsq,Kitchen Quals2,Kitchen Quals3,Kitchen Qualsq,Total Bsmt SFs2,Total Bsmt SFs3,Total Bsmt SFsq,Garage Areas2,Garage Areas3,Garage Areasq,1st Flr SFs2,1st Flr SFs3,1st Flr SFsq,Garage Carss2,Garage Carss3,Garage Carssq,TotalBaths2,TotalBaths3,TotalBathsq,Year Builts2,Year Builts3,Year Builtsq,Garage Finishs2,Garage Finishs3,Garage Finishsq,Year Remod/Adds2,Year Remod/Adds3,Year Remod/Addsq,Fireplace Qus2,Fireplace Qus3,Fireplace Qusq,Full Baths2,Full Baths3,Full Bathsq,Roof Matl_Metal,Roof Matl_Roll,Exterior 1st_PreCast,Exterior 2nd_Other,Exterior 2nd_PreCast,Mas Vnr Type_CBlock,Heating_Floor,Sale Type_VWD
69.05520046484602,4765,0,9,5,19,19,260.0,3,2,4,3,3,6,1027.0,0,0.0,587.0,1614.0,4,1638,0,0,1638,1.0,0.0,2,0,2,1,4,5,7,1,3,2000.0,3,2.0,495.0,3,3,230,68,0,0,0,0,0,0,0,11,300000,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,4890.0,68,23912100.0,116930169000.0,69.92853494818836,81,729,3.0,2683044,4394826072,40.47221268969612,9,27,1.7320508075688772,16,64,2.0,2604996.0,4204463544.0,40.17461885320133,245025.0,121287375.0,22.24859546128699,2683044,4394826072,40.47221268969612,4.0,8.0,1.4142135623730951,9.0,27.0,1.7320508075688772,361,6859,4.358898943540674,9,27,1.7320508075688772,361,6859,4.358898943540674,9,27,1.7320508075688772,4,8,1.4142135623730951,0,0,0,0,0,0,0,0
69.05520046484602,10532,0,5,3,59,59,275.0,2,2,3,3,2,3,988.0,0,0.0,0.0,988.0,3,1721,0,0,1721,1.0,0.0,2,0,3,1,2,7,4,2,3,1960.0,1,2.0,626.0,3,3,50,84,0,0,0,0,0,0,0,11,145000,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.0,4430.0,84,19624900.0,86938307000.0,66.55824516917495,25,125,2.23606797749979,2961841,5097328361,41.48493702538308,4,8,1.4142135623730951,4,8,1.4142135623730951,976144.0,964430272.0,31.432467291003423,391876.0,245314376.0,25.019992006393608,2961841,5097328361,41.48493702538308,4.0,8.0,1.4142135623730951,9.0,27.0,1.7320508075688772,3481,205379,7.681145747868608,1,1,1.0,3481,205379,7.681145747868608,9,27,1.7320508075688772,4,8,1.4142135623730951,0,0,0,0,0,0,0,0
65.0,15426,0,6,5,22,22,0.0,2,2,4,3,1,6,821.0,0,0.0,107.0,928.0,4,928,836,0,1764,1.0,0.0,2,1,3,1,3,7,7,0,0,1997.0,2,2.0,470.0,3,3,276,99,0,0,0,0,0,3,0,10,231500,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.5,4456.0,99,19855936.0,88478050816.0,66.75327707311455,36,216,2.449489742783178,3111696,5489031744,42.0,4,8,1.4142135623730951,9,27,1.7320508075688772,861184.0,799178752.0,30.463092423455635,220900.0,103823000.0,21.6794833886788,861184,799178752,30.463092423455635,4.0,8.0,1.4142135623730951,12.25,42.875,1.8708286933869707,484,10648,4.69041575982343,4,8,1.4142135623730951,484,10648,4.69041575982343,0,0,0.0,4,8,1.4142135623730951,0,0,0,0,0,0,0,0
63.0,13907,0,5,6,79,50,0.0,2,2,3,3,1,4,290.0,0,0.0,706.0,996.0,4,996,0,0,996,1.0,0.0,1,0,3,1,2,6,7,1,4,-1.0,0,0.0,0.0,0,0,144,0,0,0,0,0,0,0,0,11,108000,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,2988.0,0,8928144.0,26677294272.0,54.662601474865795,25,125,2.23606797749979,992016,988047936,31.559467676119,4,8,1.4142135623730951,4,8,1.4142135623730951,992016.0,988047936.0,31.559467676119,0.0,0.0,0.0,992016,988047936,31.559467676119,0.0,0.0,0.0,4.0,8.0,1.4142135623730951,6241,493039,8.888194417315589,0,0,0.0,2500,125000,7.0710678118654755,16,64,2.0,1,1,1.0,0,0,0,0,0,0,0,0
70.0,8750,0,5,5,63,63,0.0,2,2,3,3,1,3,435.0,4,202.0,565.0,1202.0,2,1202,0,0,1202,0.0,1.0,1,0,3,1,2,6,7,0,0,1956.0,2,1.0,304.0,3,3,0,35,120,0,0,0,0,2,0,10,120000,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.5,3606.0,155,13003236.0,46889669016.0,60.049979184009715,25,125,2.23606797749979,1444804,1736654408,34.66987164671943,4,8,1.4142135623730951,4,8,1.4142135623730951,1444804.0,1736654408.0,34.66987164671943,92416.0,28094464.0,17.435595774162696,1444804,1736654408,34.66987164671943,1.0,1.0,1.0,2.25,3.375,1.224744871391589,3969,250047,7.937253933193772,4,8,1.4142135623730951,3969,250047,7.937253933193772,0,0,0.0,1,1,1.0,0,0,0,0,0,0,0,0
69.05520046484602,9945,0,5,5,58,58,57.0,2,2,3,3,1,3,827.0,0,0.0,161.0,988.0,2,988,0,0,988,1.0,0.0,1,0,3,1,2,5,7,0,0,1963.0,1,2.0,572.0,3,3,0,0,0,0,0,0,0,0,0,12,128500,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,2964.0,0,8785296.0,26039617344.0,54.4426303552648,25,125,2.23606797749979,976144,964430272,31.432467291003423,4,8,1.4142135623730951,4,8,1.4142135623730951,976144.0,964430272.0,31.432467291003423,327184.0,187149248.0,23.916521486202797,976144,964430272,31.432467291003423,4.0,8.0,1.4142135623730951,4.0,8.0,1.4142135623730951,3364,195112,7.615773105863909,1,1,1.0,3364,195112,7.615773105863909,0,0,0.0,1,1,1.0,0,0,0,0,0,0,0,0
56.0,8960,0,5,6,92,69,0.0,2,2,0,0,0,0,0.0,0,0.0,1008.0,1008.0,3,1028,0,0,1028,0.0,0.0,1,0,2,1,2,5,7,1,4,1927.0,1,2.0,360.0,3,3,0,0,130,0,0,0,0,0,0,9,115000,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,3064.0,130,9388096.0,28765126144.0,55.35341001239219,25,125,2.23606797749979,1056784,1086373952,32.0624390837628,4,8,1.4142135623730951,4,8,1.4142135623730951,1016064.0,1024192512.0,31.74901573277509,129600.0,46656000.0,18.973665961010276,1056784,1086373952,32.0624390837628,4.0,8.0,1.4142135623730951,1.0,1.0,1.0,8464,778688,9.591663046625438,1,1,1.0,4761,328509,8.306623862918075,16,64,2.0,1,1,1.0,0,0,0,0,0,0,0,0
50.0,3500,0,5,7,72,69,0.0,2,2,3,3,1,2,312.0,0,0.0,408.0,720.0,2,720,564,0,1284,0.0,0.0,1,1,2,1,2,5,7,0,0,1948.0,1,1.0,240.0,3,3,0,35,0,0,0,0,0,1,0,10,110000,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.5,3288.0,35,10810944.0,35546383872.0,57.3410847473258,25,125,2.23606797749979,1648656,2116874304,35.832945734337834,4,8,1.4142135623730951,4,8,1.4142135623730951,518400.0,373248000.0,26.832815729997478,57600.0,13824000.0,15.491933384829668,518400,373248000,26.832815729997478,1.0,1.0,1.0,2.25,3.375,1.224744871391589,5184,373248,8.48528137423857,1,1,1.0,4761,328509,8.306623862918075,0,0,0.0,1,1,1.0,0,0,0,0,0,0,0,0
69.05520046484602,24572,0,9,3,42,42,1050.0,3,3,4,3,1,6,410.0,0,0.0,584.0,994.0,2,1599,1345,0,2944,0.0,0.0,2,2,3,1,3,9,7,1,4,1977.0,2,3.0,864.0,3,3,140,70,16,0,0,0,0,0,0,11,150000,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0,6882.0,86,47361924.0,325944760968.0,82.95782060782456,81,729,3.0,8667136,25516048384,54.258639865002145,9,27,1.7320508075688772,9,27,1.7320508075688772,988036.0,982107784.0,31.52776554086889,746496.0,644972544.0,29.393876913398138,2556801,4088324799,39.98749804626441,9.0,27.0,1.7320508075688772,9.0,27.0,1.7320508075688772,1764,74088,6.48074069840786,4,8,1.4142135623730951,1764,74088,6.48074069840786,16,64,2.0,4,8,1.4142135623730951,0,0,0,0,0,0,0,0
74.0,9056,0,8,5,15,15,0.0,3,2,0,0,0,0,0.0,0,0.0,707.0,707.0,4,707,707,0,1414,0.0,0.0,2,1,3,1,3,6,7,1,4,2004.0,3,2.0,403.0,3,3,100,35,0,0,0,0,0,0,0,13,178000,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.5,3535.0,35,12496225.0,44174155375.0,59.455865984778995,64,512,2.8284271247461903,1999396,2827145944,37.603191353926334,9,27,1.7320508075688772,9,27,1.7320508075688772,499849.0,353393243.0,26.589471600616662,162409.0,65450827.0,20.074859899884732,499849,353393243,26.589471600616662,4.0,8.0,1.4142135623730951,6.25,15.625,1.5811388300841898,225,3375,3.872983346207417,9,27,1.7320508075688772,225,3375,3.872983346207417,16,64,2.0,4,8,1.4142135623730951,0,0,0,0,0,0,0,0
70.0,12320,0,7,7,87,29,0.0,2,2,0,0,0,0,0.0,0,0.0,637.0,637.0,4,959,650,0,1609,0.0,0.0,1,1,3,1,3,8,7,2,4,1963.0,1,3.0,579.0,3,3,0,0,0,0,104,0,0,2,0,13,199500,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,3855.0,104,14861025.0,57289251375.0,62.08864630510155,49,343,2.6457513110645907,2588881,4165509529,40.11234224026316,4,8,1.4142135623730951,9,27,1.7320508075688772,405769.0,258474853.0,25.238858928247925,335241.0,194104539.0,24.06241883103193,919681,881974079,30.967725134404045,9.0,27.0,1.7320508075688772,2.25,3.375,1.224744871391589,7569,658503,9.327379053088816,1,1,1.0,841,24389,5.385164807134504,16,64,2.0,1,1,1.0,0,0,0,0,0,0,0,0
60.0,8238,0,6,5,22,21,0.0,2,2,3,3,1,6,700.0,0,0.0,113.0,813.0,4,813,712,0,1525,1.0,0.0,2,1,3,1,2,6,7,1,3,1997.0,3,2.0,400.0,3,3,421,72,0,0,0,0,0,0,0,13,183500,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.5,3863.0,72,14922769.0,57646656647.0,62.153036933041335,36,216,2.449489742783178,2325625,3546578125,39.05124837953327,4,8,1.4142135623730951,4,8,1.4142135623730951,660969.0,537367797.0,28.513154858766505,160000.0,64000000.0,20.0,660969,537367797,28.513154858766505,4.0,8.0,1.4142135623730951,12.25,42.875,1.8708286933869707,484,10648,4.69041575982343,9,27,1.7320508075688772,441,9261,4.58257569495584,9,27,1.7320508075688772,4,8,1.4142135623730951,0,0,0,0,0,0,0,0
75.0,6000,0,5,5,52,52,0.0,1,2,4,3,2,3,257.0,0,0.0,367.0,624.0,4,1092,564,0,1656,0.0,0.0,1,1,3,1,2,7,4,1,1,1967.0,1,1.0,288.0,3,3,0,180,0,0,100,0,0,3,0,11,126000,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.5,3936.0,280,15492096.0,60976889856.0,62.73754856543249,25,125,2.23606797749979,2742336,4541308416,40.69397989875161,1,1,1.0,4,8,1.4142135623730951,389376.0,242970624.0,24.979991993593593,82944.0,23887872.0,16.97056274847714,1192464,1302170688,33.04542328371661,1.0,1.0,1.0,2.25,3.375,1.224744871391589,2704,140608,7.211102550927978,1,1,1.0,2704,140608,7.211102550927978,1,1,1.0,1,1,1.0,0,0,0,0,0,0,0,0
